2264  1  0.03283  246
952  1  0.03283  246
956  2  0.06566  247
847  1  0.03283  249
217  1  0.03283  249
847  1  0.03283  249
1910  1  0.03283  249
2264  1  0.03283  250
1504  1  0.03283  250
1755  1  0.03283
250  1876  1  0.03283
250  2065  1  0.03283
250  2077  0.03283  250
2264  1  0.03283  250
2619  1  0.03283  254
758  1  0.03283  256
555  1  0.03283  256
1148  6  0.19698  256
1181  2  0.06566  256
1909  1  0.03283  257
792  1  0.03283  258
336  1  0.03283  258
468  2  0.06566  258
1909  3  0.09849  258
2310  1  0.03283  258
2613  1  0.03283  258
2638  3  0.09849  259
2619  1  0.03283  262
636  1  0.03283  262
1661  2  0.06566  265
2077  0.03283  267  396
2  0.06566  271  536
1  0.03283  271  2676
1  0.03283  272  249
1  0.03283  272  847
2  0.06566  272  1055
1  0.03283  272  1421
1  0.03283  272  1656
1  0.03283  272  1704
1  0.03283  273  956
2  0.06566  279  847
1  0.03283  279  1767
1  0.03283  280  468
1  0.03283  281  190
1  0.03283  281  279
1  0.03283  281  333
1  0.03283  281  396
2  0.06566  283  468
11  0.36113
283  595  1  0.03283
283  1049  1  0.03283
283  1296  1  0.03283
283  1909  1  0.03283
283  2638  1  0.03283
284  845  3  0.09849
284  1767  1  0.03283
284  2063  1  0.03283
286  1755  1  0.03283
287  848  1  0.03283
288  1535  1  0.03283
289  1022  1  0.03283
290  555  1  0.03283
292  2244  1  0.03283
297  333  3  0.09849
301  1582  1  0.03283
302  1932  1  0.03283
311  249  1  0.03283
312  1647  11  0.36113
312  1715  1  0.03283
313  1261  1  0.03283
313  1433  3  0.09849
316  797  1  0.03283
320  160  1  0.03283
320  271  2  0.06566
320  1535  1  0.03283
326  521  1  0.03283
328  229  1  0.03283
328  526  1  0.03283
330  1022  1  0.03283
330  2190  1  0.03283
331  995  1  0.03283
332  1327  2  0.06566
332  2090  2  0.06566
333  396  1  0.03283
333  1049  3  0.09849
334  2584  1  0.03283
336  1416  1  0.03283
336  1909  7  0.03283
336  2676  1  0.03283
341  1926  1  0.03283
342  547  0.03283  347
1704  1  0.03283  349
2065  1  0.03283  351
1755  1  0.03283  352
468  1  0.03283  354
122  1  0.03283  357
415  4  0.13132  358
1251  1  0.03283  362
2716  1  0.03283  364
468  1  0.03283  365
1582  2  0.06566  365
2602  1  0.03283  366
1535  5  0.16415  371
2415  1  0.03283  374
1421  1  0.03283  377
1551  1  0.03283  377
1758  1  0.03283  379
188  1  0.03283  379
250  1  0.03283  379
521  1  0.03283  379
526  1  0.03283  379
847  3  0.09849  379
1119  1  0.03283  379
1261  1  0.03283  379
1327  2  0.06566  379
1504  3  0.09849  379
1767  2  0.06566  379
1857  1  0.03283  379
1876  1  0.03283  379
2131  5  0.16415  379
2250  1  0.03283  379
2264  3  0.09849  379
2279  1  0.03283  379
2619  6  0.19698  381
2662  1  0.03283  384
2310  5  0.16415  385
188  3  0.09849
386  1119  1  0.03283
388  656  1  0.03283
390  1535  2  0.06566
392  1704  1  0.03283
394  1148  1  0.03283
396  882  1  0.03283
402  2415  1  0.03283
405  1767  3  0.09849
406  556  1  0.03283
406  1055  1  0.03283
411  1119  1  0.03283
413  2295  1  0.03283
415  521  5  0.16415
415  1049  3  0.09849
415  1055  2  0.06566
415  1062  1  0.03283
415  1661  2  0.06566
415  1823  1  0.03283
415  1857  1  0.03283
415  1923  1  0.03283
415  2244  3  0.09849
415  2584  1  0.03283
416  847  1  0.03283
416  1050  1  0.03283
416  1758  3  0.09849
416  1767  1  0.03283
417  1923  1  0.03283
420  1823  1  0.03283
421  2588  1  0.03283
424  847  1  0.03283
424  1250  1  0.03283
425  2065  2  0.06566
425  2415  1  0.03283
425  2662  1  0.03283
426  1965  1  0.03283
427  1416  1  0.03283
432  526  2  0.06566
432  848  1  0.03283
432  1327  1  0.03283
436  1656  1  0.03283
437  1148  2  0.06566
440  272  2  0.06566
441  1540  1  0.03283
442  1658  1  0.03283
452  1599  1  0.03283
454  526  1  0.03283
455  882  1  0.03283
455  1179  1  0.03283
455  1857  5  0.16415
455  1910  1  0.03283
455  2077  1  0.03283
455  2535  1  0.03283
455  2662  1  0.03283
457  556  2  0.06566
457  1022  1  0.03283
457  1857  1  0.03283
457  2588  1  0.03283
458  526  0.09849  458
1049  1  0.03283  458
1055  1  0.03283  458
2279  2  0.06566  459
1245  3  0.09849  462
792  1  0.03283  462
956  1  0.03283  464
2619  0.03283  466  1055
1  0.03283  468  1932
1  0.03283  472  556
2  0.06566  472  1022
1  0.03283  472  1731
1  0.03283  478  753
1  0.03283  478  2716
4  0.13132  480  1535
1  0.03283  483  279
1  0.03283  483  333
1  0.03283  486  249
1  0.03283  489  521
1  0.03283  489  2662
7  0.03283
491  521  1  0.03283
493  2662  1  0.03283
500  1421  1  0.03283
501  1767  1  0.03283
502  525  1  0.03283
502  1179  1  0.03283
503  1909  1  0.03283
505  1488  1  0.03283
506  1055  1  0.03283
507  1647  1  0.03283
508  882  1  0.03283
509  189  1  0.03283
509  415  1  0.03283
509  521  1  0.03283
509  1049  1  0.03283
509  1261  1  0.03283
509  1857  1  0.03283
509  2584  1  0.03283
511  792  1  0.03283
511  952  2  0.06566
511  956  1  0.03283
512  556  4  0.13132
514  1421  1  0.03283
514  2244  1  0.03283
517  468  4  0.13132
517  1909  2  0.06566
517  1932  1  0.03283
517  2638  0.22981  519
547  1  0.03283  519
952  2  0.06566  519
1148  1  0.03283  521
1049  1  0.03283  522
1910  1  0.03283  523
1  2  0.06566  523
1062  2  0.06566  523
1421  1  0.03283  523
2415  1  0.03283  525
1119  1  0.03283  525
1179  7  0.03283
525  1857  3  0.09849
525  2716  1  0.03283
526  122  2  0.06566
526  1055  1  0.03283
526  1261  1  0.03283
526  1327  2  0.06566
526  2279  1  0.03283
529  2264  1  0.03283
532  842  1  0.03283
534  556  1  0.03283
536  792  1  0.03283
537  556  1  0.03283
